CODICE;Geo Point;Geo Shape
14938;44.503126442750016, 11.365347838585695;"{""coordinates"": [11.365347838585695, 44.503126442750016], ""type"": ""Point""}"
14945;44.50636676211741, 11.3681989107525;"{""coordinates"": [11.3681989107525, 44.50636676211741], ""type"": ""Point""}"
14946;44.5064715203774, 11.367720013410771;"{""coordinates"": [11.367720013410771, 44.5064715203774], ""type"": ""Point""}"
15343;44.504660685343495, 11.376238343631424;"{""coordinates"": [11.376238343631424, 44.504660685343495], ""type"": ""Point""}"
15337;44.50518915126097, 11.376558483258703;"{""coordinates"": [11.376558483258703, 44.50518915126097], ""type"": ""Point""}"
15350;44.50428667859862, 11.377153472926452;"{""coordinates"": [11.377153472926452, 44.50428667859862], ""type"": ""Point""}"
10523;44.50343374911465, 11.371299725122244;"{""coordinates"": [11.371299725122244, 44.50343374911465], ""type"": ""Point""}"
13868;44.506610535102276, 11.30158573213006;"{""coordinates"": [11.30158573213006, 44.506610535102276], ""type"": ""Point""}"
14601;44.504008496122374, 11.27427257460408;"{""coordinates"": [11.27427257460408, 44.504008496122374], ""type"": ""Point""}"
15363;44.45075211525544, 11.364099641527888;"{""coordinates"": [11.364099641527888, 44.45075211525544], ""type"": ""Point""}"
15368;44.451227165331126, 11.363672340262534;"{""coordinates"": [11.363672340262534, 44.451227165331126], ""type"": ""Point""}"
15366;44.4506449660423, 11.363746185983272;"{""coordinates"": [11.363746185983272, 44.4506449660423], ""type"": ""Point""}"
15380;44.457478826733805, 11.368300998762171;"{""coordinates"": [11.368300998762171, 44.457478826733805], ""type"": ""Point""}"
6940;44.47965925221577, 11.396056010325369;"{""coordinates"": [11.396056010325369, 44.47965925221577], ""type"": ""Point""}"
6634;44.48379962915946, 11.394783443722233;"{""coordinates"": [11.394783443722233, 44.48379962915946], ""type"": ""Point""}"
6953;44.49196908346227, 11.384126360109898;"{""coordinates"": [11.384126360109898, 44.49196908346227], ""type"": ""Point""}"
13505;44.496988042936515, 11.321730254406232;"{""coordinates"": [11.321730254406232, 44.496988042936515], ""type"": ""Point""}"
15705;44.53154069203035, 11.351626526511966;"{""coordinates"": [11.351626526511966, 44.53154069203035], ""type"": ""Point""}"
15706;44.53226527078895, 11.351897409553944;"{""coordinates"": [11.351897409553944, 44.53226527078895], ""type"": ""Point""}"
6628;44.4889601002952, 11.400376613141248;"{""coordinates"": [11.400376613141248, 44.4889601002952], ""type"": ""Point""}"
15715;44.48991915482811, 11.326861947728197;"{""coordinates"": [11.326861947728197, 44.48991915482811], ""type"": ""Point""}"
17455;44.50913276337667, 11.339216450191914;"{""coordinates"": [11.339216450191914, 44.50913276337667], ""type"": ""Point""}"
17459;44.49184086533841, 11.293872824750363;"{""coordinates"": [11.293872824750363, 44.49184086533841], ""type"": ""Point""}"
16213;44.50585317910683, 11.398665189125945;"{""coordinates"": [11.398665189125945, 44.50585317910683], ""type"": ""Point""}"
16214;44.49530961933195, 11.403411825115757;"{""coordinates"": [11.403411825115757, 44.49530961933195], ""type"": ""Point""}"
16219;44.496499871716345, 11.404799585168163;"{""coordinates"": [11.404799585168163, 44.496499871716345], ""type"": ""Point""}"
16220;44.495778840228176, 11.405569382691219;"{""coordinates"": [11.405569382691219, 44.495778840228176], ""type"": ""Point""}"
16221;44.497849381733516, 11.406165504040207;"{""coordinates"": [11.406165504040207, 44.497849381733516], ""type"": ""Point""}"
16224;44.496747778035584, 11.411221787577768;"{""coordinates"": [11.411221787577768, 44.496747778035584], ""type"": ""Point""}"
16226;44.488114302969535, 11.295922988510977;"{""coordinates"": [11.295922988510977, 44.488114302969535], ""type"": ""Point""}"
16227;44.48741292265576, 11.296565526751632;"{""coordinates"": [11.296565526751632, 44.48741292265576], ""type"": ""Point""}"
16702;44.50061400021918, 11.329607941940685;"{""coordinates"": [11.329607941940685, 44.50061400021918], ""type"": ""Point""}"
16708;44.50042020864686, 11.331762892984022;"{""coordinates"": [11.331762892984022, 44.50042020864686], ""type"": ""Point""}"
16711;44.500365614336395, 11.334405030197066;"{""coordinates"": [11.334405030197066, 44.500365614336395], ""type"": ""Point""}"
16719;44.50327950153907, 11.334502931559939;"{""coordinates"": [11.334502931559939, 44.50327950153907], ""type"": ""Point""}"
16720;44.50413858790359, 11.336202078958255;"{""coordinates"": [11.336202078958255, 44.50413858790359], ""type"": ""Point""}"
16726;44.50476898409529, 11.345787416687026;"{""coordinates"": [11.345787416687026, 44.50476898409529], ""type"": ""Point""}"
16730;44.504782136925705, 11.337835696114526;"{""coordinates"": [11.337835696114526, 44.504782136925705], ""type"": ""Point""}"
16729;44.50517188622816, 11.338263323637129;"{""coordinates"": [11.338263323637129, 44.50517188622816], ""type"": ""Point""}"
16733;44.50503784386858, 11.337383423043487;"{""coordinates"": [11.337383423043487, 44.50503784386858], ""type"": ""Point""}"
5671;44.46258641239872, 11.350303694006229;"{""coordinates"": [11.350303694006229, 44.46258641239872], ""type"": ""Point""}"
15787;44.51799779886, 11.279626395637747;"{""coordinates"": [11.279626395637747, 44.51799779886], ""type"": ""Point""}"
15562;44.48776132742591, 11.320998759200833;"{""coordinates"": [11.320998759200833, 44.48776132742591], ""type"": ""Point""}"
15807;44.48863110247301, 11.3208553778059;"{""coordinates"": [11.3208553778059, 44.48863110247301], ""type"": ""Point""}"
15813;44.45076236578606, 11.361470088109698;"{""coordinates"": [11.361470088109698, 44.45076236578606], ""type"": ""Point""}"
15823;44.49577617475934, 11.345308998189937;"{""coordinates"": [11.345308998189937, 44.49577617475934], ""type"": ""Point""}"
15877;44.48853384521707, 11.355688543087888;"{""coordinates"": [11.355688543087888, 44.48853384521707], ""type"": ""Point""}"
15885;44.49419302693294, 11.375849348841284;"{""coordinates"": [11.375849348841284, 44.49419302693294], ""type"": ""Point""}"
16605;44.51248816679078, 11.327356538955268;"{""coordinates"": [11.327356538955268, 44.51248816679078], ""type"": ""Point""}"
4428;44.49361240772036, 11.287846022690742;"{""coordinates"": [11.287846022690742, 44.49361240772036], ""type"": ""Point""}"
5497;44.461720134105526, 11.356416113339282;"{""coordinates"": [11.356416113339282, 44.461720134105526], ""type"": ""Point""}"
9040;44.54855533014531, 11.281701330403708;"{""coordinates"": [11.281701330403708, 44.54855533014531], ""type"": ""Point""}"
13032;44.49983244210084, 11.359914884281675;"{""coordinates"": [11.359914884281675, 44.49983244210084], ""type"": ""Point""}"
10760;44.52520488456603, 11.365427901805916;"{""coordinates"": [11.365427901805916, 44.52520488456603], ""type"": ""Point""}"
16697;44.50133507718974, 11.330626430320061;"{""coordinates"": [11.330626430320061, 44.50133507718974], ""type"": ""Point""}"
15435;44.467095009587084, 11.299397223946896;"{""coordinates"": [11.299397223946896, 44.467095009587084], ""type"": ""Point""}"
13124;44.456578677193285, 11.369939143961831;"{""coordinates"": [11.369939143961831, 44.456578677193285], ""type"": ""Point""}"
16013;44.463137014829016, 11.35798203029999;"{""coordinates"": [11.35798203029999, 44.463137014829016], ""type"": ""Point""}"
